Status de Pagamento,Dia,Mês,Meio de Propaganda,Valor Pago,Chamadas Realizadas,Duração da chamada,Modelo de Treinamento,Nivel de Treinamento,Código de Área,Equipe,Consultor
Pago,2,Jan,Facebook,R$ 15000000 ,3,02:00,GK,Pre. L8,B13,Equipe 1,Davi
Pago,11,Fev,WhatsApp,R$ 12000000 ,1,02:00,GK,KJI. L4,B13,Equipe 1,Lorenzo
Pago,1,Mai,Facebook,R$ 19000000 ,2,02:00,BE,Fndn. L1,A1,Equipe 3,João
Pago,1,Jun,Google Ad,R$ 15000000 ,2,02:00,GK,Pre. L3,C8,Equipe 2,Helena
Pago,12,Set,Youtube,R$ 38000000 ,6,02:00,BE,Fndn. L3,A1,Equipe 1,Lucas
Pago,7,Set,Televisão,R$ 21000000 ,5,02:00,GK,Pre. L8,B12,Equipe 2,Heitor
Pago,11,Set,Website,R$ 25000000 ,5,02:00,GK,Fndn. L1,A2,Equipe 2,Helena
Pago,29,Set,Google Ad,R$ 7000000 ,2,02:00,GK,Pre. L2,A4,Equipe 4,Bernardo
Pago,3,Out,WhatsApp,R$ 38000000 ,3,02:00,BE,Fndn. L5,A1,Equipe 3,João
Pago,6,Out,WhatsApp,R$ 19000000 ,1,02:00,BE,KJI. L4,A4,Equipe 4,Theo
Pago,26,Out,Televisão,R$ 20000000 ,3,02:00,CNI,KJI. L4,B18,Equipe 1,Lucas
Pago,1,Out,Televisão,R$ 7000000 ,4,02:00,GK,Fndn. L5,A1,Equipe 2,Helena
Pago,1,Out,Facebook,R$ 12000000 ,4,02:00,GK,Pre. L3,A1,Equipe 1,Samuel
Pago,30,Out,WhatsApp,R$ 15000000 ,2,02:00,GK,Fndn. L6,B18,Equipe 2,Heitor
Pago,3,Nov,Facebook,R$ 20000000 ,6,02:00,CNI,Fndn. L5,A2,Equipe 3,Sophia
Pago,3,Nov,WhatsApp,R$ 25000000 ,2,02:00,GK,Pre. L4,B12,Equipe 1,Lorenzo
Pago,10,Nov,Facebook,R$ 12000000 ,1,02:00,GK,Pre. L2,B12,Equipe 1,Samuel
Pago,2,Nov,Website,R$ 25000000 ,1,02:00,GK,Fndn. L5,B18,Equipe 2,Laura
Pago,16,Dez,Televisão,R$ 12000000 ,3,02:00,GK,Fndn. L3,A2,Equipe 4,Theo
Pago,1,Dez,Website,R$ 10000000 ,2,02:00,GK,Fndn. L1,C8,Equipe 3,João
Pago,2,Jan,Facebook,R$ 15000000 ,3,02:00,GK,Pre. L8,B13,Equipe 1,Davi
Pago,11,Fev,WhatsApp,R$ 12000000 ,1,02:00,GK,KJI. L4,B13,Equipe 1,Lorenzo
Pago,1,Mai,Facebook,R$ 19000000 ,2,02:00,BE,Fndn. L1,A1,Equipe 3,João
Pago,1,Jun,Google Ad,R$ 15000000 ,2,02:00,GK,Pre. L3,C8,Equipe 2,Helena
Não pago,23,Set,Youtube,R$ 0 ,1,02:00,,,B18,Equipe 3,Sophia
Não pago,9,Out,Facebook,R$ 0 ,1,02:00,,,A2,Equipe 3,Sophia
Não pago,23,Out,Facebook,R$ 0 ,1,02:00,,,A7,Equipe 4,Theo
Não pago,4,Out,Televisão,R$ 0 ,2,02:00,,,B12,Equipe 2,Laura
Não pago,8,Dez,Televisão,R$ 0 ,6,02:00,,,B12,Equipe 2,Bruno
Não pago,10,Dez,Facebook,R$ 0 ,1,02:00,,,C8,Equipe 4,Theo
Pago,11,Fev,Televisão,R$ 20000000 ,1,02:00,GK,Pre. L2,B13,Equipe 4,Bernardo
Pago,1,Abr,Google Ad,R$ 12000000 ,1,02:00,GK,Fndn. L5,A2,Equipe 2,Mathias
Pago,13,Jun,Televisão,R$ 21000000 ,4,02:00,GK,Fndn. L6,A4,Equipe 4,Theo
Pago,28,Ago,WhatsApp,R$ 11000000 ,2,02:00,CNI,KJI. L4,A4,Equipe 3,Sophia
Pago,27,Out,Televisão,R$ 19000000 ,2,02:00,BE,Pre. L3,B12,Equipe 1,Lorenzo
Pago,9,Out,Televisão,R$ 15000000 ,1,02:00,GK,Pre. L2,C8,Equipe 2,Heitor
Pago,19,Out,Televisão,R$ 25000000 ,3,02:00,GK,KJI. L4,B18,Equipe 2,Heitor
Pago,3,Nov,Televisão,R$ 12000000 ,4,02:00,GK,KJI. L4,A7,Equipe 3,João
Pago,12,Nov,Google Ad,R$ 15000000 ,2,02:00,GK,Pre. L4,B12,Equipe 3,Alice
Pago,15,Dez,Televisão,R$ 38000000 ,1,02:00,BE,Fndn. L5,A2,Equipe 2,Mathias
Pago,11,Fev,Televisão,R$ 20000000 ,1,02:00,GK,Pre. L2,B13,Equipe 4,Bernardo
Pago,1,Abr,Google Ad,R$ 12000000 ,1,02:00,GK,Fndn. L5,A2,Equipe 2,Mathias
Pago,13,Jun,Televisão,R$ 21000000 ,4,02:00,GK,Fndn. L6,A4,Equipe 4,Theo
Pago,28,Ago,WhatsApp,R$ 11000000 ,2,02:00,CNI,KJI. L4,A4,Equipe 3,Sophia
Não pago,12,Jan,Televisão,R$ 0 ,1,02:00,,,A2,Equipe 2,Bruno
Não pago,30,Dez,Website,R$ 0 ,5,02:00,,,A1,Equipe 1,Samuel
Não pago,30,Dez,Website,R$ 0 ,3,02:00,,,C8,Equipe 1,Lorenzo
Não pago,12,Jan,Televisão,R$ 0 ,1,02:00,,,A2,Equipe 2,Bruno
Pago,11,Fev,WhatsApp,R$ 38000000 ,5,02:00,BE,Fndn. L6,A2,Equipe 2,Heitor
Pago,15,Ago,Televisão,R$ 15000000 ,2,02:00,GK,Pre. L3,B12,Equipe 1,Lorenzo
Pago,30,Set,WhatsApp,R$ 19000000 ,4,02:00,BE,Fndn. L5,C8,Equipe 1,Arthur
Pago,23,Set,Televisão,R$ 12000000 ,2,02:00,GK,Fndn. L1,B13,Equipe 3,Sophia
Pago,30,Set,WhatsApp,R$ 20000000 ,4,02:00,GK,KJI. L4,A1,Equipe 1,Davi
Pago,11,Set,WhatsApp,R$ 15000000 ,3,02:00,GK,Fndn. L5,A4,Equipe 2,Laura
Pago,4,Set,Televisão,R$ 11000000 ,2,02:00,GK,Fndn. L5,B18,Equipe 4,Bernardo
Pago,12,Set,Televisão,R$ 12000000 ,1,02:00,GK,Pre. L3,B18,Equipe 2,Laura
Pago,9,Set,WhatsApp,R$ 21000000 ,1,02:00,GK,Fndn. L3,C8,Equipe 2,Laura
Pago,26,Out,Facebook,R$ 38000000 ,3,02:00,BE,Fndn. L1,B18,Equipe 1,Lorenzo
Pago,18,Out,Google Ad,R$ 11000000 ,2,02:00,CNI,Pre. L4,A7,Equipe 4,Theo
Pago,29,Out,Google Ad,R$ 15000000 ,2,02:00,GK,KJI. L4,A2,Equipe 3,Alice
Pago,27,Out,Google Ad,R$ 25000000 ,4,02:00,GK,Pre. L3,B12,Equipe 2,Helena
Pago,15,Nov,WhatsApp,R$ 15000000 ,1,02:00,GK,Pre. L3,A1,Equipe 2,Laura
Pago,16,Nov,Youtube,R$ 12000000 ,3,02:00,GK,Fndn. L6,B12,Equipe 4,Theo
Pago,27,Nov,Google Ad,R$ 20000000 ,1,02:00,GK,KJI. L4,A1,Equipe 1,Lucas
Pago,3,Nov,Facebook,R$ 12000000 ,4,02:00,GK,KJI. L4,B12,Equipe 4,Bernardo
Pago,26,Nov,WhatsApp,R$ 12000000 ,1,02:00,GK,KJI. L4,C8,Equipe 3,João
Pago,22,Dez,Televisão,R$ 12000000 ,4,02:00,GK,Pre. L4,A2,Equipe 1,Lorenzo
Pago,24,Dez,Televisão,R$ 7000000 ,2,02:00,GK,Pre. L3,A2,Equipe 3,João
Pago,24,Dez,Televisão,R$ 25000000 ,2,02:00,GK,KJI. L4,B12,Equipe 4,Theo
Pago,11,Fev,WhatsApp,R$ 38000000 ,5,02:00,BE,Fndn. L6,A2,Equipe 2,Heitor
Pago,15,Ago,Televisão,R$ 15000000 ,2,02:00,GK,Pre. L3,B12,Equipe 1,Lorenzo
Não pago,17,Mar,Website,R$ 0 ,2,02:00,,,A1,Equipe 2,Helena
Não pago,6,Ago,Televisão,R$ 0 ,1,02:00,,,B12,Equipe 3,João
Não pago,18,Set,Televisão,R$ 0 ,1,02:00,,,C8,Equipe 3,Sophia
Não pago,11,Nov,Youtube,R$ 0 ,4,02:00,,,B18,Equipe 2,Heitor
Não pago,21,Dez,Google Ad,R$ 0 ,1,02:00,,,A4,Equipe 1,Lucas
Não pago,17,Mar,Website,R$ 0 ,2,02:00,,,A1,Equipe 2,Helena
Pago,12,Jan,Website,R$ 12000000 ,1,02:00,GK,Fndn. L5,A2,Equipe 2,Mathias
Pago,1,Abr,Facebook,R$ 20000000 ,1,02:00,GK,Fndn. L3,A2,Equipe 2,Bruno
Pago,27,Ago,Televisão,R$ 11000000 ,1,02:00,CNI,Pre. L2,B13,Equipe 3,Sophia
Pago,26,Ago,Youtube,R$ 15000000 ,1,02:00,GK,Pre. L4,B12,Equipe 2,Helena
Pago,30,Set,Facebook,R$ 15000000 ,1,02:00,GK,Fndn. L5,B12,Equipe 3,João
Pago,11,Set,Facebook,R$ 12000000 ,5,02:00,GK,Pre. L8,B18,Equipe 1,Lorena
Pago,28,Out,Televisão,R$ 21000000 ,3,02:00,GK,Fndn. L1,B13,Equipe 2,Laura
Pago,8,Out,Google Ad,R$ 12000000 ,2,02:00,GK,Fndn. L1,A2,Equipe 1,Samuel
Pago,25,Out,Televisão,R$ 25000000 ,1,02:00,GK,KJI. L4,B18,Equipe 4,Theo
Pago,2,Out,Facebook,R$ 15000000 ,3,02:00,GK,KJI. L4,C8,Equipe 1,Samuel
Pago,29,Out,Televisão,R$ 12000000 ,1,02:00,GK,Pre. L3,C8,Equipe 2,Helena
Pago,6,Nov,Website,R$ 15000000 ,1,02:00,GK,KJI. L4,A1,Equipe 2,Laura
Pago,19,Nov,Televisão,R$ 15000000 ,5,02:00,GK,Pre. L3,A1,Equipe 2,Laura
Pago,22,Nov,Google Ad,R$ 12000000 ,2,02:00,GK,Fndn. L5,B13,Equipe 1,Lorenzo
Pago,3,Nov,Website,R$ 25000000 ,3,02:00,GK,Fndn. L1,A4,Equipe 1,Davi
Pago,2,Nov,Website,R$ 25000000 ,1,02:00,GK,Pre. L3,C8,Equipe 1,Samuel
Pago,1,Dez,Facebook,R$ 20000000 ,4,02:00,GK,Pre. L8,C8,Equipe 2,Laura
Pago,17,Dez,Youtube,R$ 15000000 ,5,02:00,GK,Fndn. L1,C8,Equipe 3,Sophia
Pago,2,Dez,Facebook,R$ 12000000 ,2,02:00,GK,Pre. L3,A7,Equipe 1,Davi
Pago,12,Jan,Website,R$ 12000000 ,1,02:00,GK,Fndn. L5,A2,Equipe 2,Mathias
Pago,1,Abr,Facebook,R$ 20000000 ,1,02:00,GK,Fndn. L3,A2,Equipe 2,Bruno
Pago,27,Ago,Televisão,R$ 11000000 ,1,02:00,CNI,Pre. L2,B13,Equipe 3,Sophia
Não pago,6,Jan,Televisão,R$ 0 ,4,02:00,,,C8,Equipe 1,Lorenzo
Não pago,28,Mai,WhatsApp,R$ 0 ,1,02:00,,,B18,Equipe 1,Davi
Não pago,5,Out,Facebook,R$ 0 ,3,02:00,,,A1,Equipe 4,Theo
Não pago,4,Dez,WhatsApp,R$ 0 ,4,02:00,,,A2,Equipe 3,Sophia
Não pago,28,Dez,WhatsApp,R$ 0 ,2,02:00,,,A2,Equipe 2,Helena
Não pago,10,Dez,Televisão,R$ 0 ,1,02:00,,,A4,Equipe 2,Heitor
Não pago,30,Dez,WhatsApp,R$ 0 ,2,02:00,,,A7,Equipe 1,Lorena
Não pago,6,Jan,Televisão,R$ 0 ,4,02:00,,,C8,Equipe 1,Lorenzo
Não pago,28,Mai,WhatsApp,R$ 0 ,1,02:00,,,B18,Equipe 1,Davi
Pago,4,Abr,Website,R$ 20000000 ,1,02:00,GK,Fndn. L3,C8,Equipe 3,Sophia
Pago,6,Mai,Website,R$ 12000000 ,1,02:00,GK,Fndn. L3,A2,Equipe 2,Laura
Pago,12,Jun,Facebook,R$ 12000000 ,5,02:00,GK,Fndn. L1,A1,Equipe 4,Bernardo
Pago,11,Ago,WhatsApp,R$ 12000000 ,1,02:00,GK,Pre. L8,B12,Equipe 2,Heitor
Pago,2,Out,Televisão,R$ 15000000 ,1,02:00,GK,Fndn. L1,A7,Equipe 1,Samuel
Pago,8,Out,Televisão,R$ 15000000 ,4,02:00,GK,Pre. L2,C8,Equipe 3,Sophia
Pago,17,Nov,Facebook,R$ 11000000 ,2,02:00,CNI,KJI. L4,C8,Equipe 1,Arthur
Pago,10,Dez,Facebook,R$ 20000000 ,1,02:00,GK,KJI. L4,B18,Equipe 4,Bernardo
Pago,17,Dez,Google Ad,R$ 7000000 ,5,02:00,GK,Pre. L4,B18,Equipe 4,Theo
Pago,4,Abr,Website,R$ 20000000 ,1,02:00,GK,Fndn. L3,C8,Equipe 3,Sophia
Pago,6,Mai,Website,R$ 12000000 ,1,02:00,GK,Fndn. L3,A2,Equipe 2,Laura
Pago,12,Jun,Facebook,R$ 12000000 ,5,02:00,GK,Fndn. L1,A1,Equipe 4,Bernardo
Não pago,2,Mai,Televisão,R$ 0 ,1,02:00,,,B13,Equipe 3,João
Não pago,30,Set,Televisão,R$ 0 ,2,02:00,,,B12,Equipe 2,Helena
Não pago,8,Out,WhatsApp,R$ 0 ,1,02:00,,,A1,Equipe 1,Lorena
Não pago,20,Nov,Facebook,R$ 0 ,2,02:00,,,A2,Equipe 1,Lorena
Não pago,2,Mai,Televisão,R$ 0 ,1,02:00,,,B13,Equipe 3,João
Pago,10,Jan,Facebook,R$ 12000000 ,1,02:00,GK,KJI. L4,A7,Equipe 3,Alice
Pago,1,Jan,Facebook,R$ 11000000 ,2,02:00,GK,Pre. L4,A7,Equipe 1,Lucas
Pago,11,Fev,Televisão,R$ 10000000 ,2,02:00,GK,Pre. L3,B18,Equipe 4,Theo
Pago,3,Mai,Google Ad,R$ 38000000 ,1,02:00,BE,KJI. L4,A1,Equipe 3,João
Pago,20,Jul,Website,R$ 19000000 ,5,02:00,BE,Fndn. L5,B12,Equipe 4,Bernardo
Pago,11,Ago,Televisão,R$ 15000000 ,4,02:00,GK,Fndn. L5,C8,Equipe 4,Bernardo
Pago,28,Set,Facebook,R$ 19000000 ,4,02:00,FC,Fndn. L3,B12,Equipe 4,Theo
Pago,30,Set,Facebook,R$ 38000000 ,1,02:00,BE,Fndn. L1,A1,Equipe 3,Sophia
Pago,11,Set,Facebook,R$ 25000000 ,2,02:00,GK,Fndn. L5,A1,Equipe 2,Bruno
Pago,12,Set,Facebook,R$ 25000000 ,5,02:00,GK,Pre. L3,A1,Equipe 1,Lucas
Pago,17,Set,Website,R$ 12000000 ,4,02:00,GK,Fndn. L1,B18,Equipe 3,Sophia
Pago,29,Set,Facebook,R$ 15000000 ,3,02:00,GK,Pre. L8,C8,Equipe 1,Lorenzo
Pago,8,Out,Website,R$ 7000000 ,1,02:00,GK,Pre. L3,B18,Equipe 1,Davi
Pago,27,Out,WhatsApp,R$ 7000000 ,1,02:00,GK,KJI. L4,B13,Equipe 3,Sophia
Pago,2,Nov,WhatsApp,R$ 20000000 ,1,02:00,CNI,Pre. L8,A4,Equipe 2,Laura
Pago,1,Nov,Website,R$ 20000000 ,1,02:00,GK,Pre. L2,C8,Equipe 1,Davi
Pago,31,Dez,Google Ad,R$ 12000000 ,1,02:00,GK,KJI. L4,A2,Equipe 1,Lorenzo
Pago,30,Dez,Website,R$ 12000000 ,1,02:00,GK,KJI. L4,C8,Equipe 1,Lucas
Pago,10,Jan,Facebook,R$ 12000000 ,1,02:00,GK,KJI. L4,A7,Equipe 3,Alice
Pago,1,Jan,Facebook,R$ 11000000 ,2,02:00,GK,Pre. L4,A7,Equipe 1,Lucas
Pago,11,Fev,Televisão,R$ 10000000 ,2,02:00,GK,Pre. L3,B18,Equipe 4,Theo
Pago,3,Mai,Google Ad,R$ 38000000 ,1,02:00,BE,KJI. L4,A1,Equipe 3,João
Pago,20,Jul,Website,R$ 19000000 ,5,02:00,BE,Fndn. L5,B12,Equipe 4,Bernardo
Pago,11,Ago,Televisão,R$ 15000000 ,4,02:00,GK,Fndn. L5,C8,Equipe 4,Bernardo
Não pago,5,Abr,Facebook,R$ 0 ,2,02:00,,,B18,Equipe 2,Laura
Não pago,22,Out,Facebook,R$ 0 ,1,02:00,,,B12,Equipe 2,Helena
Não pago,26,Out,Website,R$ 0 ,1,02:00,,,A4,Equipe 1,Davi
Não pago,8,Out,Facebook,R$ 0 ,5,02:00,,,B18,Equipe 1,Lucas
Não pago,17,Nov,Televisão,R$ 0 ,4,02:00,,,B18,Equipe 4,Bernardo
Não pago,11,Dez,Website,R$ 0 ,2,02:00,,,C8,Equipe 2,Laura
Não pago,22,Dez,Televisão,R$ 0 ,2,02:00,,,A2,Equipe 2,Bruno
Não pago,1,Dez,Website,R$ 0 ,3,02:00,,,A7,Equipe 1,Lorenzo
Não pago,5,Abr,Facebook,R$ 0 ,2,02:00,,,B18,Equipe 2,Laura
Pago,11,Fev,Televisão,R$ 12000000 ,3,02:10,GK,Pre. L3,B18,Equipe 1,Lucas
Pago,28,Jul,Google Ad,R$ 12000000 ,1,02:10,GK,KJI. L4,B18,Equipe 3,Sophia
Pago,12,Ago,Website,R$ 38000000 ,4,02:10,BE,Fndn. L3,A2,Equipe 2,Laura
Pago,30,Set,Youtube,R$ 12000000 ,5,02:10,GK,Fndn. L1,A1,Equipe 2,Laura
Pago,14,Set,Youtube,R$ 7000000 ,1,02:10,GK,Pre. L2,B13,Equipe 2,Helena
Pago,26,Set,Google Ad,R$ 20000000 ,2,02:10,GK,Pre. L3,C8,Equipe 1,Lucas
Pago,5,Out,Website,R$ 19000000 ,1,02:10,BE,Fndn. L1,B12,Equipe 1,Lucas
Pago,29,Out,Website,R$ 15000000 ,3,02:10,GK,Pre. L4,A4,Equipe 4,Bernardo
Pago,2,Nov,Televisão,R$ 20000000 ,4,02:10,CNI,Pre. L2,A4,Equipe 2,Laura
Pago,25,Nov,Televisão,R$ 25000000 ,4,02:10,GK,KJI. L4,B18,Equipe 1,Lorenzo
Pago,17,Nov,Facebook,R$ 21000000 ,1,02:10,GK,Pre. L4,C8,Equipe 4,Theo
Pago,11,Fev,Televisão,R$ 12000000 ,3,02:10,GK,Pre. L3,B18,Equipe 1,Lucas
Pago,28,Jul,Google Ad,R$ 12000000 ,1,02:10,GK,KJI. L4,B18,Equipe 3,Sophia
Pago,12,Ago,Website,R$ 38000000 ,4,02:10,BE,Fndn. L3,A2,Equipe 2,Laura
Não pago,30,Nov,Televisão,R$ 0 ,2,02:10,,,A2,Equipe 4,Theo
Não pago,11,Nov,WhatsApp,R$ 0 ,3,02:10,,,A7,Equipe 2,Laura
Pago,11,Jan,Google Ad,R$ 25000000 ,3,02:12,GK,Pre. L2,A7,Equipe 4,Theo
Pago,15,Jan,Facebook,R$ 12000000 ,1,02:12,GK,Fndn. L5,B12,Equipe 2,Helena
Pago,14,Fev,Website,R$ 12000000 ,1,02:12,GK,Pre. L2,A1,Equipe 3,João
Pago,11,Fev,Televisão,R$ 7000000 ,1,02:12,GK,Fndn. L1,A2,Equipe 2,Helena
Pago,1,Mai,Website,R$ 20000000 ,2,02:12,CNI,Fndn. L5,B13,Equipe 1,Lorenzo
Pago,7,Mai,Website,R$ 15000000 ,1,02:12,GK,Pre. L2,B12,Equipe 1,Davi
Pago,1,Mai,Facebook,R$ 15000000 ,2,02:12,GK,KJI. L4,C8,Equipe 2,Laura
Pago,6,Jul,Google Ad,R$ 38000000 ,1,02:12,BE,Fndn. L5,A7,Equipe 1,Lorena
Pago,31,Ago,Website,R$ 19000000 ,2,02:12,BE,KJI. L4,A1,Equipe 2,Laura
Pago,12,Ago,Website,R$ 10000000 ,4,02:12,GK,Pre. L8,A4,Equipe 4,Theo
Pago,28,Set,Youtube,R$ 21000000 ,3,02:12,GK,Pre. L3,A4,Equipe 2,Bruno
Pago,2,Set,Televisão,R$ 10000000 ,2,02:12,GK,Pre. L2,A1,Equipe 2,Helena
Pago,21,Set,Facebook,R$ 12000000 ,3,02:12,GK,KJI. L4,A1,Equipe 3,Sophia
Pago,30,Set,Website,R$ 15000000 ,1,02:12,GK,Fndn. L1,B13,Equipe 2,Bruno
Pago,24,Set,Youtube,R$ 25000000 ,2,02:12,GK,KJI. L4,A2,Equipe 4,Theo
Pago,24,Set,WhatsApp,R$ 15000000 ,2,02:12,GK,Fndn. L6,A4,Equipe 2,Heitor
Pago,30,Set,Google Ad,R$ 12000000 ,2,02:12,GK,Pre. L2,A7,Equipe 3,João
Pago,22,Set,Google Ad,R$ 12000000 ,2,02:12,GK,KJI. L4,B12,Equipe 3,Sophia
Pago,26,Set,Facebook,R$ 25000000 ,3,02:12,GK,Pre. L3,B18,Equipe 2,Laura
Pago,29,Out,Facebook,R$ 19000000 ,4,02:12,BE,Fndn. L3,B18,Equipe 1,Lorenzo
Pago,20,Out,Website,R$ 38000000 ,5,02:12,BE,KJI. L4,C8,Equipe 1,Davi
Pago,4,Out,Facebook,R$ 20000000 ,2,02:12,GK,Pre. L8,A1,Equipe 1,Lucas
Pago,20,Out,Facebook,R$ 12000000 ,2,02:12,GK,KJI. L4,A1,Equipe 4,Bernardo
Pago,22,Out,Google Ad,R$ 7000000 ,1,02:12,GK,Fndn. L1,A2,Equipe 1,Davi
Pago,30,Out,WhatsApp,R$ 15000000 ,2,02:12,GK,Pre. L3,B18,Equipe 2,Heitor
Pago,3,Out,Televisão,R$ 15000000 ,2,02:12,GK,KJI. L4,B13,Equipe 1,Lorena
Pago,8,Out,Televisão,R$ 20000000 ,3,02:12,GK,Fndn. L5,B18,Equipe 3,Sophia
Pago,23,Out,Televisão,R$ 15000000 ,1,02:12,GK,Fndn. L5,C8,Equipe 4,Bernardo
Pago,22,Nov,Facebook,R$ 38000000 ,3,02:12,BE,Pre. L4,B13,Equipe 1,Lorena
Pago,3,Nov,Facebook,R$ 19000000 ,3,02:12,BE,Fndn. L5,B18,Equipe 2,Helena
Pago,6,Nov,Facebook,R$ 11000000 ,5,02:12,GK,Fndn. L6,A1,Equipe 4,Bernardo
Pago,22,Nov,Facebook,R$ 25000000 ,2,02:12,GK,Fndn. L1,B12,Equipe 1,Davi
Pago,22,Nov,Google Ad,R$ 12000000 ,1,02:12,GK,Pre. L4,A2,Equipe 1,Lorena
Pago,11,Nov,Website,R$ 15000000 ,1,02:12,GK,Fndn. L6,B18,Equipe 1,Davi
Pago,17,Nov,Televisão,R$ 15000000 ,5,02:12,GK,Fndn. L1,B18,Equipe 2,Heitor
Pago,1,Nov,Website,R$ 20000000 ,1,02:12,GK,Fndn. L5,C8,Equipe 2,Laura
Pago,11,Dez,Google Ad,R$ 20000000 ,3,02:12,CNI,Pre. L4,A2,Equipe 3,João
Pago,25,Dez,Google Ad,R$ 12000000 ,2,02:12,GK,Fndn. L5,A2,Equipe 3,João
Pago,24,Dez,Televisão,R$ 15000000 ,3,02:12,GK,KJI. L4,B12,Equipe 4,Bernardo
Pago,31,Dez,Televisão,R$ 12000000 ,2,02:12,GK,Pre. L8,C8,Equipe 2,Heitor
Pago,11,Jan,Google Ad,R$ 25000000 ,3,02:12,GK,Pre. L2,A7,Equipe 4,Theo
Pago,15,Jan,Facebook,R$ 12000000 ,1,02:12,GK,Fndn. L5,B12,Equipe 2,Helena
Pago,14,Fev,Website,R$ 12000000 ,1,02:12,GK,Pre. L2,A1,Equipe 3,João
Pago,11,Fev,Televisão,R$ 7000000 ,1,02:12,GK,Fndn. L1,A2,Equipe 2,Helena
Pago,1,Mai,Website,R$ 20000000 ,2,02:12,CNI,Fndn. L5,B13,Equipe 1,Lorenzo
Pago,7,Mai,Website,R$ 15000000 ,1,02:12,GK,Pre. L2,B12,Equipe 1,Davi
Pago,1,Mai,Facebook,R$ 15000000 ,2,02:12,GK,KJI. L4,C8,Equipe 2,Laura
Pago,6,Jul,Google Ad,R$ 38000000 ,1,02:12,BE,Fndn. L5,A7,Equipe 1,Lorena
Pago,31,Ago,Website,R$ 19000000 ,2,02:12,BE,KJI. L4,A1,Equipe 2,Laura
Não pago,14,Mar,WhatsApp,R$ 0 ,4,02:12,,,A2,Equipe 2,Laura
Não pago,3,Mai,Televisão,R$ 0 ,1,02:12,,,C8,Equipe 2,Heitor
Não pago,8,Jun,Televisão,R$ 0 ,2,02:12,,,A2,Equipe 1,Lucas
Não pago,30,Ago,Facebook,R$ 0 ,1,02:12,,,B12,Equipe 1,Lorenzo
Não pago,27,Set,Televisão,R$ 0 ,3,02:12,,,B12,Equipe 4,Bernardo
Não pago,16,Set,Website,R$ 0 ,5,02:12,,,B13,Equipe 1,Lucas
Não pago,9,Out,Website,R$ 0 ,5,02:12,,,A1,Equipe 3,João
Não pago,9,Out,WhatsApp,R$ 0 ,2,02:12,,,A1,Equipe 1,Lorenzo
Não pago,29,Out,Televisão,R$ 0 ,4,02:12,,,B12,Equipe 1,Davi
Não pago,29,Out,Youtube,R$ 0 ,2,02:12,,,B12,Equipe 1,Samuel
Não pago,21,Nov,Google Ad,R$ 0 ,2,02:12,,,B12,Equipe 3,Sophia
Não pago,21,Dez,Televisão,R$ 0 ,1,02:12,,,B12,Equipe 1,Lorenzo
Não pago,14,Mar,WhatsApp,R$ 0 ,4,02:12,,,A2,Equipe 2,Laura
Não pago,3,Mai,Televisão,R$ 0 ,1,02:12,,,C8,Equipe 2,Heitor
Não pago,8,Jun,Televisão,R$ 0 ,2,02:12,,,A2,Equipe 1,Lucas
Pago,11,Jan,WhatsApp,R$ 15000000 ,2,02:18,GK,KJI. L4,C8,Equipe 3,Sophia
Pago,30,Set,Google Ad,R$ 25000000 ,2,02:18,GK,Fndn. L1,A1,Equipe 2,Helena
Pago,1,Out,Google Ad,R$ 11000000 ,2,02:18,CNI,Fndn. L3,C8,Equipe 1,Lucas
Pago,28,Out,Google Ad,R$ 12000000 ,1,02:18,GK,Pre. L4,A1,Equipe 1,Lorena
Pago,4,Nov,Televisão,R$ 12000000 ,5,02:18,GK,Pre. L2,C8,Equipe 1,Arthur
Pago,19,Nov,Google Ad,R$ 21000000 ,1,02:18,GK,Fndn. L1,A2,Equipe 2,Laura
Pago,8,Nov,Televisão,R$ 20000000 ,1,02:18,GK,Pre. L3,B18,Equipe 4,Theo
Pago,13,Dez,Facebook,R$ 19000000 ,3,02:18,BE,KJI. L4,B13,Equipe 4,Theo
Pago,16,Dez,Televisão,R$ 15000000 ,3,02:18,GK,Pre. L4,A4,Equipe 1,Arthur
