Status de Pagamento,Dia,Mês,Meio de Propaganda,Valor Pago,Chamadas Realizadas,Duração da chamada,Modelo de Treinamento,Nivel de Treinamento,Código de Área,Equipe,Consultor
Pago,8,Out,Website,R$ 20000000 ,4,04:00,CNI,KJI. L4,A7,Equipe 2,Helena
Pago,8,Out,Website,R$ 15000000 ,1,04:00,GK,Pre. L2,A2,Equipe 1,Samuel
Pago,29,Out,Televisão,R$ 12000000 ,1,04:00,GK,Pre. L4,B18,Equipe 1,Lorena
Pago,25,Out,Facebook,R$ 25000000 ,3,04:00,GK,Fndn. L5,C8,Equipe 3,João
Pago,22,Nov,Website,R$ 12000000 ,4,04:00,GK,Fndn. L1,B13,Equipe 2,Laura
Pago,15,Fev,Google Ad,R$ 12000000 ,4,04:00,GK,Fndn. L5,A1,Equipe 1,Lorenzo
Pago,4,Jul,Website,R$ 19000000 ,2,04:00,BE,Pre. L2,B13,Equipe 3,Alice
Não pago,25,Out,Facebook,R$ 0 ,5,04:00,,,A2,Equipe 3,Sophia
Não pago,26,Nov,Televisão,R$ 0 ,2,04:00,,,B12,Equipe 2,Heitor
Não pago,26,Nov,Website,R$ 0 ,3,04:00,,,C8,Equipe 2,Heitor
Não pago,10,Dez,Facebook,R$ 0 ,3,04:00,,,B12,Equipe 4,Theo
Pago,16,Jan,Facebook,R$ 12000000 ,1,04:40,GK,Fndn. L5,A4,Equipe 2,Heitor
Pago,11,Fev,Televisão,R$ 12000000 ,4,04:40,GK,KJI. L4,B12,Equipe 4,Theo
Pago,1,Mai,Facebook,R$ 12000000 ,2,04:40,GK,Fndn. L5,C8,Equipe 4,Bernardo
Pago,9,Set,Facebook,R$ 38000000 ,5,04:40,BE,KJI. L4,B18,Equipe 2,Helena
Pago,11,Set,Facebook,R$ 12000000 ,5,04:40,GK,Fndn. L6,A7,Equipe 1,Lucas
Pago,22,Set,Google Ad,R$ 15000000 ,4,04:40,GK,Pre. L3,A1,Equipe 3,João
Pago,30,Set,Google Ad,R$ 15000000 ,3,04:40,GK,Fndn. L5,B13,Equipe 2,Helena
Pago,10,Out,Website,R$ 11000000 ,2,04:40,CNI,KJI. L4,A1,Equipe 2,Bruno
Pago,24,Out,Televisão,R$ 20000000 ,1,04:40,CNI,KJI. L4,A1,Equipe 4,Theo
Pago,26,Out,Website,R$ 20000000 ,2,04:40,GK,KJI. L4,A1,Equipe 1,Davi
Pago,1,Out,Facebook,R$ 20000000 ,2,04:40,GK,Fndn. L1,A2,Equipe 1,Lucas
Pago,30,Out,Google Ad,R$ 7000000 ,3,04:40,GK,Pre. L2,A2,Equipe 3,Sophia
Pago,8,Out,Facebook,R$ 25000000 ,4,04:40,GK,Pre. L8,A7,Equipe 3,João
Pago,11,Out,Televisão,R$ 15000000 ,3,04:40,GK,Fndn. L1,B13,Equipe 1,Lucas
Pago,11,Out,WhatsApp,R$ 15000000 ,1,04:40,GK,Fndn. L3,B18,Equipe 1,Davi
Pago,9,Nov,WhatsApp,R$ 19000000 ,5,04:40,BE,Fndn. L5,C8,Equipe 3,Sophia
Pago,22,Nov,Facebook,R$ 19000000 ,1,04:40,BE,Pre. L4,C8,Equipe 2,Helena
Pago,12,Nov,Website,R$ 20000000 ,2,04:40,GK,Fndn. L5,A2,Equipe 1,Lorenzo
Pago,22,Nov,Facebook,R$ 15000000 ,1,04:40,GK,KJI. L4,B18,Equipe 1,Lucas
Pago,16,Jan,Facebook,R$ 12000000 ,1,04:40,GK,Fndn. L5,A4,Equipe 2,Heitor
Pago,11,Fev,Televisão,R$ 12000000 ,4,04:40,GK,KJI. L4,B12,Equipe 4,Theo
Pago,1,Mai,Facebook,R$ 12000000 ,2,04:40,GK,Fndn. L5,C8,Equipe 4,Bernardo
Não pago,15,Mar,WhatsApp,R$ 0 ,2,04:40,,,B12,Equipe 2,Heitor
Não pago,11,Mai,Televisão,R$ 0 ,5,04:40,,,A2,Equipe 4,Bernardo
Não pago,14,Ago,Website,R$ 0 ,4,04:40,,,B12,Equipe 1,Davi
Não pago,24,Set,Youtube,R$ 0 ,3,04:40,,,A7,Equipe 1,Lucas
Não pago,1,Out,Televisão,R$ 0 ,1,04:40,,,B12,Equipe 2,Laura
Não pago,19,Dez,Facebook,R$ 0 ,2,04:40,,,A1,Equipe 4,Bernardo
Não pago,15,Mar,WhatsApp,R$ 0 ,2,04:40,,,B12,Equipe 2,Heitor
Não pago,11,Mai,Televisão,R$ 0 ,5,04:40,,,A2,Equipe 4,Bernardo
Pago,19,Ago,Website,R$ 7000000 ,5,04:45,GK,Pre. L8,B18,Equipe 1,Lorenzo
Pago,5,Set,Facebook,R$ 15000000 ,3,04:45,GK,KJI. L4,A2,Equipe 4,Bernardo
Pago,11,Out,Televisão,R$ 38000000 ,1,04:45,BE,KJI. L4,A4,Equipe 1,Lorenzo
Pago,1,Out,Google Ad,R$ 15000000 ,1,04:45,GK,Fndn. L1,A1,Equipe 4,Theo
Pago,21,Out,Website,R$ 20000000 ,5,04:45,GK,Pre. L3,A7,Equipe 2,Helena
Pago,27,Nov,WhatsApp,R$ 11000000 ,3,04:45,GK,Pre. L3,B18,Equipe 3,Alice
Pago,28,Nov,WhatsApp,R$ 12000000 ,3,04:45,GK,Fndn. L1,C8,Equipe 1,Lorena
Pago,11,Dez,WhatsApp,R$ 19000000 ,1,04:45,BE,Fndn. L5,A1,Equipe 1,Samuel
Pago,25,Dez,Televisão,R$ 12000000 ,1,04:45,GK,Pre. L3,B12,Equipe 3,Sophia
Pago,23,Dez,Televisão,R$ 12000000 ,1,04:45,GK,Pre. L4,B18,Equipe 2,Heitor
Pago,19,Ago,Website,R$ 7000000 ,5,04:45,GK,Pre. L8,B18,Equipe 1,Lorenzo
Não pago,11,Jan,WhatsApp,R$ 0 ,4,04:45,,,A1,Equipe 3,João
Não pago,19,Set,Televisão,R$ 0 ,6,04:45,,,A1,Equipe 2,Mathias
Não pago,18,Nov,Youtube,R$ 0 ,4,04:45,,,C8,Equipe 4,Bernardo
Não pago,11,Jan,WhatsApp,R$ 0 ,4,04:45,,,A1,Equipe 3,João
Pago,13,Jan,Google Ad,R$ 12000000 ,1,04:48,GK,Pre. L3,A1,Equipe 2,Heitor
Pago,1,Mai,Google Ad,R$ 20000000 ,4,04:48,CNI,Pre. L4,B12,Equipe 1,Lucas
Pago,12,Set,Google Ad,R$ 10000000 ,5,04:48,GK,Fndn. L3,C8,Equipe 4,Bernardo
Pago,13,Out,Televisão,R$ 19000000 ,4,04:48,BE,Pre. L3,A2,Equipe 2,Helena
Pago,8,Out,Google Ad,R$ 15000000 ,3,04:48,GK,KJI. L4,A4,Equipe 1,Davi
Pago,17,Nov,Televisão,R$ 12000000 ,3,04:48,GK,Fndn. L5,A4,Equipe 4,Bernardo
Pago,12,Nov,Website,R$ 15000000 ,1,04:48,GK,Fndn. L1,B18,Equipe 2,Laura
Pago,16,Dez,Youtube,R$ 25000000 ,2,04:48,GK,KJI. L4,B13,Equipe 3,João
Pago,13,Jan,Google Ad,R$ 12000000 ,1,04:48,GK,Pre. L3,A1,Equipe 2,Heitor
Pago,1,Mai,Google Ad,R$ 20000000 ,4,04:48,CNI,Pre. L4,B12,Equipe 1,Lucas
Não pago,12,Jun,Televisão,R$ 0 ,2,04:48,,,A7,Equipe 3,Alice
Não pago,6,Set,Televisão,R$ 0 ,1,04:48,,,A2,Equipe 2,Mathias
Não pago,17,Set,Televisão,R$ 0 ,4,04:48,,,A7,Equipe 1,Samuel
Não pago,11,Nov,Google Ad,R$ 0 ,2,04:48,,,B18,Equipe 1,Lorena
Não pago,12,Jun,Televisão,R$ 0 ,2,04:48,,,A7,Equipe 3,Alice
Pago,18,Fev,Website,R$ 20000000 ,1,05:12,GK,Pre. L4,C8,Equipe 3,Alice
Pago,11,Out,Televisão,R$ 38000000 ,2,05:12,BE,Pre. L8,B12,Equipe 4,Bernardo
Pago,23,Out,Televisão,R$ 19000000 ,2,05:12,BE,Pre. L3,A7,Equipe 1,Davi
Pago,28,Out,Google Ad,R$ 7000000 ,4,05:12,GK,Fndn. L1,B12,Equipe 1,Lorena
Pago,30,Out,Televisão,R$ 12000000 ,1,05:12,GK,KJI. L4,B18,Equipe 1,Davi
Pago,22,Nov,Facebook,R$ 20000000 ,2,05:12,CNI,KJI. L4,A1,Equipe 2,Helena
Pago,1,Nov,Facebook,R$ 25000000 ,2,05:12,GK,Fndn. L5,A4,Equipe 3,João
Pago,24,Dez,Youtube,R$ 11000000 ,4,05:12,GK,Pre. L3,A2,Equipe 1,Lorenzo
Pago,18,Fev,Website,R$ 20000000 ,1,05:12,GK,Pre. L4,C8,Equipe 3,Alice
Não pago,3,Jan,Facebook,R$ 0 ,1,05:12,,,B13,Equipe 1,Lorenzo
Não pago,22,Set,WhatsApp,R$ 0 ,6,05:12,,,A1,Equipe 1,Lorenzo
Não pago,5,Out,WhatsApp,R$ 0 ,3,05:12,,,A1,Equipe 2,Bruno
Não pago,20,Nov,Facebook,R$ 0 ,3,05:12,,,A7,Equipe 2,Laura
Não pago,29,Nov,Facebook,R$ 0 ,2,05:12,,,B18,Equipe 4,Bernardo
Não pago,3,Jan,Facebook,R$ 0 ,1,05:12,,,B13,Equipe 1,Lorenzo
Pago,1,Mai,Youtube,R$ 12000000 ,3,05:14,GK,KJI. L4,A2,Equipe 2,Heitor
Pago,17,Ago,Youtube,R$ 12000000 ,4,05:14,GK,Fndn. L5,B12,Equipe 3,Sophia
Pago,9,Set,WhatsApp,R$ 25000000 ,2,05:14,GK,Fndn. L3,A2,Equipe 1,Lucas
Pago,29,Set,Televisão,R$ 7000000 ,4,05:14,GK,Fndn. L5,B18,Equipe 3,Alice
Pago,11,Out,Facebook,R$ 38000000 ,3,05:14,BE,Fndn. L1,B12,Equipe 1,Davi
Pago,17,Out,Website,R$ 19000000 ,2,05:14,BE,Pre. L8,B13,Equipe 2,Heitor
Pago,4,Out,Televisão,R$ 15000000 ,5,05:14,GK,Fndn. L5,A4,Equipe 1,Samuel
Pago,1,Out,WhatsApp,R$ 15000000 ,5,05:14,GK,Fndn. L5,A7,Equipe 1,Lorenzo
Pago,11,Nov,Televisão,R$ 11000000 ,1,05:14,GK,KJI. L4,A2,Equipe 2,Heitor
Pago,4,Nov,Televisão,R$ 12000000 ,1,05:14,GK,Pre. L8,B12,Equipe 4,Theo
Pago,1,Mai,Youtube,R$ 12000000 ,3,05:14,GK,KJI. L4,A2,Equipe 2,Heitor
Pago,17,Ago,Youtube,R$ 12000000 ,4,05:14,GK,Fndn. L5,B12,Equipe 3,Sophia
Não pago,11,Ago,Televisão,R$ 0 ,1,05:14,,,A7,Equipe 2,Mathias
Não pago,12,Ago,Google Ad,R$ 0 ,1,05:14,,,A1,Equipe 2,Heitor
Não pago,25,Out,Google Ad,R$ 0 ,1,05:14,,,C8,Equipe 1,Davi
Pago,8,Jan,Facebook,R$ 15000000 ,5,05:15,GK,Pre. L3,B13,Equipe 1,Lorenzo
Pago,12,Jun,Facebook,R$ 25000000 ,1,05:15,GK,Pre. L4,B12,Equipe 2,Laura
Pago,30,Set,Facebook,R$ 20000000 ,3,05:15,GK,KJI. L4,A4,Equipe 3,Alice
Pago,18,Nov,Google Ad,R$ 11000000 ,1,05:15,CNI,Fndn. L1,B18,Equipe 2,Laura
Pago,3,Nov,Website,R$ 12000000 ,4,05:15,GK,Fndn. L3,A4,Equipe 1,Lorena
Pago,7,Nov,Website,R$ 15000000 ,5,05:15,GK,Pre. L3,A2,Equipe 2,Helena
Pago,19,Nov,Google Ad,R$ 15000000 ,3,05:15,GK,Fndn. L5,A1,Equipe 1,Davi
Pago,13,Dez,Televisão,R$ 38000000 ,2,05:15,BE,Fndn. L1,A7,Equipe 4,Bernardo
Pago,14,Dez,Website,R$ 12000000 ,2,05:15,GK,Pre. L8,B12,Equipe 2,Helena
Pago,8,Jan,Facebook,R$ 15000000 ,5,05:15,GK,Pre. L3,B13,Equipe 1,Lorenzo
Pago,12,Jun,Facebook,R$ 25000000 ,1,05:15,GK,Pre. L4,B12,Equipe 2,Laura
Não pago,29,Mai,Website,R$ 0 ,2,05:15,,,A2,Equipe 3,Sophia
Não pago,5,Out,Facebook,R$ 0 ,5,05:15,,,B18,Equipe 1,Davi
Não pago,10,Dez,Televisão,R$ 0 ,3,05:15,,,B13,Equipe 1,Arthur
Não pago,5,Dez,Website,R$ 0 ,5,05:15,,,C8,Equipe 2,Bruno
Não pago,29,Mai,Website,R$ 0 ,2,05:15,,,A2,Equipe 3,Sophia
Pago,18,Jun,Televisão,R$ 25000000 ,5,06:15,GK,Fndn. L6,A2,Equipe 1,Lucas
Pago,12,Ago,WhatsApp,R$ 15000000 ,4,06:15,GK,Pre. L2,B13,Equipe 3,Alice
Pago,30,Set,Youtube,R$ 20000000 ,5,06:15,CNI,KJI. L4,B18,Equipe 4,Theo
Pago,16,Set,Youtube,R$ 12000000 ,2,06:15,GK,Fndn. L5,A4,Equipe 4,Theo
Pago,28,Set,WhatsApp,R$ 12000000 ,2,06:15,GK,Fndn. L3,A2,Equipe 1,Lorenzo
Pago,7,Out,Televisão,R$ 10000000 ,1,06:15,GK,KJI. L4,A1,Equipe 3,Sophia
Pago,9,Out,Televisão,R$ 7000000 ,4,06:15,GK,Fndn. L5,A4,Equipe 2,Helena
Pago,18,Out,WhatsApp,R$ 15000000 ,1,06:15,GK,Pre. L3,B12,Equipe 2,Helena
Pago,4,Nov,Televisão,R$ 38000000 ,5,06:15,BE,Fndn. L5,A7,Equipe 2,Helena
Pago,23,Nov,Televisão,R$ 12000000 ,2,06:15,GK,Fndn. L1,B12,Equipe 2,Bruno
Pago,31,Dez,Facebook,R$ 19000000 ,3,06:15,BE,Pre. L8,A1,Equipe 1,Lorenzo
Pago,18,Jun,Televisão,R$ 25000000 ,5,06:15,GK,Fndn. L6,A2,Equipe 1,Lucas
Não pago,15,Set,Facebook,R$ 0 ,1,06:15,,,B12,Equipe 1,Lorenzo
Não pago,15,Dez,Website,R$ 0 ,1,06:15,,,C8,Equipe 1,Davi
Pago,1,Mai,Televisão,R$ 25000000 ,1,06:18,GK,KJI. L4,C8,Equipe 1,Lorena
Pago,7,Jul,WhatsApp,R$ 19000000 ,6,06:18,BE,Fndn. L5,A7,Equipe 1,Arthur
Pago,27,Set,Facebook,R$ 38000000 ,3,06:18,BE,Pre. L3,A2,Equipe 2,Helena
Pago,12,Set,Televisão,R$ 7000000 ,1,06:18,GK,Pre. L3,C8,Equipe 2,Bruno
Pago,11,Out,Televisão,R$ 12000000 ,3,06:18,GK,Fndn. L6,A2,Equipe 4,Theo
Pago,29,Out,Televisão,R$ 12000000 ,5,06:18,GK,Pre. L4,A2,Equipe 4,Theo
Pago,31,Out,WhatsApp,R$ 15000000 ,1,06:18,GK,Fndn. L3,C8,Equipe 2,Helena
Pago,22,Nov,Facebook,R$ 12000000 ,6,06:18,GK,KJI. L4,A2,Equipe 3,João
Pago,1,Nov,Google Ad,R$ 15000000 ,3,06:18,GK,Fndn. L5,B12,Equipe 2,Laura
Pago,25,Dez,Facebook,R$ 20000000 ,4,06:18,CNI,Pre. L3,A1,Equipe 1,Lorenzo
Pago,1,Mai,Televisão,R$ 25000000 ,1,06:18,GK,KJI. L4,C8,Equipe 1,Lorena
Pago,7,Jul,WhatsApp,R$ 19000000 ,6,06:18,BE,Fndn. L5,A7,Equipe 1,Arthur
Não pago,7,Out,Facebook,R$ 0 ,1,06:18,,,A1,Equipe 1,Lucas
Não pago,16,Nov,Televisão,R$ 0 ,1,06:18,,,B18,Equipe 3,Sophia
Não pago,11,Dez,Facebook,R$ 0 ,2,06:18,,,A4,Equipe 2,Heitor
Pago,17,Fev,WhatsApp,R$ 15000000 ,2,06:20,GK,Pre. L4,A1,Equipe 3,João
Pago,27,Out,Facebook,R$ 19000000 ,2,06:20,BE,KJI. L4,A2,Equipe 2,Heitor
Pago,22,Out,Televisão,R$ 38000000 ,1,06:20,BE,Pre. L3,C8,Equipe 4,Bernardo
Pago,31,Out,Facebook,R$ 20000000 ,1,06:20,CNI,Fndn. L6,B12,Equipe 1,Lorena
Pago,10,Out,Televisão,R$ 25000000 ,3,06:20,GK,Fndn. L5,A1,Equipe 2,Heitor
Pago,29,Out,Televisão,R$ 10000000 ,1,06:20,GK,Fndn. L5,C8,Equipe 2,Heitor
Pago,22,Nov,Facebook,R$ 15000000 ,5,06:20,GK,KJI. L4,B18,Equipe 1,Arthur
Pago,17,Dez,Youtube,R$ 12000000 ,1,06:20,GK,Pre. L3,B18,Equipe 1,Lucas
Pago,17,Fev,WhatsApp,R$ 15000000 ,2,06:20,GK,Pre. L4,A1,Equipe 3,João
Não pago,13,Set,Facebook,R$ 0 ,1,06:20,,,A7,Equipe 4,Theo
Não pago,5,Out,Google Ad,R$ 0 ,5,06:20,,,A4,Equipe 2,Heitor
Não pago,19,Nov,Facebook,R$ 0 ,2,06:20,,,A1,Equipe 2,Heitor
Não pago,28,Nov,Facebook,R$ 0 ,4,06:20,,,B12,Equipe 4,Theo
Não pago,10,Dez,Google Ad,R$ 0 ,5,06:20,,,B18,Equipe 1,Lorena
Pago,1,Abr,WhatsApp,R$ 12000000 ,1,06:30,GK,Pre. L2,B13,Equipe 4,Theo
Pago,1,Abr,Website,R$ 12000000 ,1,06:30,GK,Fndn. L1,B18,Equipe 2,Heitor
Pago,1,Abr,Facebook,R$ 25000000 ,2,06:30,GK,Pre. L2,B18,Equipe 1,Lorenzo
Pago,12,Jun,Youtube,R$ 11000000 ,1,06:30,CNI,Pre. L8,A1,Equipe 2,Heitor
Pago,27,Ago,WhatsApp,R$ 15000000 ,4,06:30,GK,Fndn. L1,B12,Equipe 1,Lucas
Pago,16,Ago,Youtube,R$ 20000000 ,3,06:30,GK,Fndn. L6,C8,Equipe 1,Davi
Pago,24,Set,Televisão,R$ 15000000 ,5,06:30,GK,KJI. L4,A1,Equipe 2,Laura
Pago,30,Set,Google Ad,R$ 12000000 ,4,06:30,GK,Fndn. L5,A1,Equipe 1,Davi
Pago,11,Set,Televisão,R$ 21000000 ,1,06:30,GK,Fndn. L5,C8,Equipe 3,João
Pago,8,Out,Website,R$ 19000000 ,3,06:30,BE,Fndn. L5,A2,Equipe 2,Helena
Pago,26,Out,Televisão,R$ 38000000 ,4,06:30,BE,KJI. L4,A2,Equipe 4,Bernardo
Pago,10,Out,Televisão,R$ 11000000 ,5,06:30,CNI,Fndn. L3,B12,Equipe 4,Theo
Pago,31,Out,WhatsApp,R$ 21000000 ,5,06:30,GK,Fndn. L1,A7,Equipe 2,Heitor
Pago,11,Out,Facebook,R$ 25000000 ,2,06:30,GK,Fndn. L1,A2,Equipe 1,Lorenzo
Pago,5,Out,Website,R$ 20000000 ,4,06:30,GK,Pre. L4,A7,Equipe 1,Lucas
Pago,28,Out,Google Ad,R$ 7000000 ,5,06:30,GK,KJI. L4,B12,Equipe 3,Sophia
Pago,4,Nov,Website,R$ 38000000 ,4,06:30,BE,Pre. L4,A7,Equipe 2,Helena
Pago,15,Nov,Website,R$ 19000000 ,7,06:30,BE,Pre. L2,C8,Equipe 3,Sophia
Pago,22,Nov,Google Ad,R$ 20000000 ,3,06:30,CNI,Pre. L3,B18,Equipe 2,Laura
Pago,3,Nov,Website,R$ 12000000 ,2,06:30,GK,KJI. L4,B13,Equipe 1,Lucas
Pago,15,Nov,Televisão,R$ 12000000 ,3,06:30,GK,Fndn. L3,A1,Equipe 1,Lorenzo
Pago,3,Nov,Televisão,R$ 12000000 ,3,06:30,GK,Fndn. L5,A2,Equipe 2,Helena
Pago,11,Nov,Google Ad,R$ 15000000 ,3,06:30,GK,Pre. L4,A2,Equipe 3,Sophia
Pago,22,Nov,Youtube,R$ 15000000 ,4,06:30,GK,KJI. L4,A2,Equipe 1,Lorena
Pago,20,Nov,Televisão,R$ 15000000 ,6,06:30,GK,Fndn. L3,A7,Equipe 4,Bernardo
Pago,30,Nov,Youtube,R$ 7000000 ,3,06:30,GK,KJI. L4,B18,Equipe 2,Helena
Pago,2,Dez,Website,R$ 12000000 ,3,06:30,GK,Fndn. L1,A1,Equipe 2,Helena
Pago,17,Dez,Televisão,R$ 11000000 ,4,06:30,GK,Pre. L2,B12,Equipe 1,Davi
Pago,24,Dez,Facebook,R$ 25000000 ,6,06:30,GK,Fndn. L3,C8,Equipe 1,Lorena
Pago,28,Dez,Youtube,R$ 20000000 ,2,06:30,GK,Fndn. L1,C8,Equipe 2,Helena
Pago,1,Abr,WhatsApp,R$ 12000000 ,1,06:30,GK,Pre. L2,B13,Equipe 4,Theo
Pago,1,Abr,Website,R$ 12000000 ,1,06:30,GK,Fndn. L1,B18,Equipe 2,Heitor
Pago,1,Abr,Facebook,R$ 25000000 ,2,06:30,GK,Pre. L2,B18,Equipe 1,Lorenzo
Pago,12,Jun,Youtube,R$ 11000000 ,1,06:30,CNI,Pre. L8,A1,Equipe 2,Heitor
Não pago,19,Mar,Televisão,R$ 0 ,3,06:30,,,B13,Equipe 4,Theo
Não pago,3,Jul,Televisão,R$ 0 ,1,06:30,,,B18,Equipe 2,Helena
Não pago,23,Set,WhatsApp,R$ 0 ,3,06:30,,,C8,Equipe 1,Davi
Não pago,5,Out,Televisão,R$ 0 ,1,06:30,,,A1,Equipe 1,Lorena
Não pago,10,Out,Google Ad,R$ 0 ,6,06:30,,,B12,Equipe 3,João
Não pago,24,Out,Google Ad,R$ 0 ,3,06:30,,,B13,Equipe 4,Bernardo
Não pago,29,Dez,WhatsApp,R$ 0 ,3,06:30,,,B12,Equipe 2,Heitor
Não pago,30,Dez,Website,R$ 0 ,1,06:30,,,B13,Equipe 1,Arthur
Não pago,21,Dez,Televisão,R$ 0 ,2,06:30,,,B18,Equipe 2,Heitor
Não pago,19,Mar,Televisão,R$ 0 ,3,06:30,,,B13,Equipe 4,Theo
Não pago,3,Jul,Televisão,R$ 0 ,1,06:30,,,B18,Equipe 2,Helena
Pago,19,Fev,Website,R$ 12000000 ,3,07:10,GK,Pre. L8,B18,Equipe 2,Laura
Pago,22,Set,Youtube,R$ 15000000 ,2,07:10,GK,Fndn. L3,B12,Equipe 3,Sophia
Pago,25,Out,Televisão,R$ 19000000 ,4,07:10,BE,Pre. L4,A1,Equipe 4,Theo
Pago,31,Out,Televisão,R$ 11000000 ,1,07:10,GK,Fndn. L1,A2,Equipe 2,Heitor
Pago,29,Out,Google Ad,R$ 12000000 ,3,07:10,GK,Fndn. L1,A4,Equipe 2,Heitor
Pago,2,Nov,Google Ad,R$ 38000000 ,1,07:10,BE,KJI. L4,A1,Equipe 3,Sophia
Pago,22,Nov,Youtube,R$ 25000000 ,3,07:10,GK,Pre. L3,B18,Equipe 2,Laura
Pago,29,Dez,Televisão,R$ 7000000 ,1,07:10,GK,Fndn. L3,A1,Equipe 1,Lorena
Pago,19,Fev,Website,R$ 12000000 ,3,07:10,GK,Pre. L8,B18,Equipe 2,Laura
Não pago,28,Set,WhatsApp,R$ 0 ,1,07:10,,,C8,Equipe 1,Samuel
Não pago,5,Out,WhatsApp,R$ 0 ,2,07:10,,,A7,Equipe 1,Lorenzo
Não pago,29,Out,Facebook,R$ 0 ,5,07:10,,,B13,Equipe 4,Theo
Não pago,30,Nov,Facebook,R$ 0 ,1,07:10,,,A2,Equipe 1,Samuel
Não pago,15,Nov,Google Ad,R$ 0 ,4,07:10,,,C8,Equipe 1,Samuel
Pago,14,Jan,Facebook,R$ 20000000 ,6,07:14,GK,Pre. L2,A2,Equipe 1,Lorenzo
Pago,11,Fev,Televisão,R$ 19000000 ,3,07:14,BE,Fndn. L1,B18,Equipe 2,Heitor
Pago,13,Mai,Facebook,R$ 12000000 ,1,07:14,GK,Fndn. L1,C8,Equipe 2,Heitor
Pago,28,Ago,Facebook,R$ 38000000 ,5,07:14,BE,Pre. L3,C8,Equipe 1,Davi
Pago,30,Set,Facebook,R$ 7000000 ,1,07:14,GK,Fndn. L3,A1,Equipe 3,Sophia
Pago,20,Set,Facebook,R$ 12000000 ,2,07:14,GK,KJI. L4,B12,Equipe 1,Davi
Pago,22,Out,Televisão,R$ 12000000 ,2,07:14,GK,Fndn. L5,B13,Equipe 2,Laura
Pago,17,Nov,WhatsApp,R$ 15000000 ,2,07:14,GK,Pre. L8,B13,Equipe 1,Samuel
Pago,20,Nov,WhatsApp,R$ 11000000 ,2,07:14,GK,Fndn. L1,A1,Equipe 2,Heitor
Pago,22,Nov,Televisão,R$ 25000000 ,4,07:14,GK,Pre. L8,A7,Equipe 2,Laura
Pago,3,Nov,Facebook,R$ 15000000 ,3,07:14,GK,Pre. L4,C8,Equipe 1,Davi
Pago,14,Jan,Facebook,R$ 20000000 ,6,07:14,GK,Pre. L2,A2,Equipe 1,Lorenzo
Pago,11,Fev,Televisão,R$ 19000000 ,3,07:14,BE,Fndn. L1,B18,Equipe 2,Heitor
Pago,13,Mai,Facebook,R$ 12000000 ,1,07:14,GK,Fndn. L1,C8,Equipe 2,Heitor
Pago,28,Ago,Facebook,R$ 38000000 ,5,07:14,BE,Pre. L3,C8,Equipe 1,Davi
Não pago,13,Mar,Google Ad,R$ 0 ,2,07:14,,,B18,Equipe 3,João
Não pago,11,Nov,Facebook,R$ 0 ,2,07:14,,,A2,Equipe 4,Theo
Não pago,13,Mar,Google Ad,R$ 0 ,2,07:14,,,B18,Equipe 3,João
Pago,11,Jan,Televisão,R$ 38000000 ,4,07:30,BE,Pre. L2,C8,Equipe 4,Bernardo
Pago,6,Jan,Facebook,R$ 20000000 ,3,07:30,GK,Fndn. L5,B13,Equipe 2,Heitor
Pago,1,Abr,Televisão,R$ 12000000 ,1,07:30,GK,KJI. L4,B13,Equipe 3,João
Pago,10,Mai,WhatsApp,R$ 38000000 ,2,07:30,FC,Pre. L2,B12,Equipe 2,Laura
Pago,1,Mai,Youtube,R$ 15000000 ,1,07:30,GK,Pre. L3,B12,Equipe 1,Lorena
Pago,30,Set,Facebook,R$ 7000000 ,2,07:30,GK,Fndn. L5,B12,Equipe 1,Lucas
Pago,27,Set,Televisão,R$ 7000000 ,1,07:30,GK,Fndn. L6,C8,Equipe 4,Bernardo
Pago,15,Out,Facebook,R$ 19000000 ,2,07:30,BE,KJI. L4,A1,Equipe 3,João
Pago,5,Out,Televisão,R$ 15000000 ,6,07:30,GK,Fndn. L6,A1,Equipe 4,Theo
Pago,6,Out,Google Ad,R$ 20000000 ,6,07:30,GK,Fndn. L5,A1,Equipe 1,Lorena
Pago,12,Out,Youtube,R$ 12000000 ,2,07:30,GK,KJI. L4,A4,Equipe 3,Sophia
